model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit,avg_proj,refusal_detected,format_violation,choice_margin,answer_entropy
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.9629814922809601,-0.6325257420539856,1.4831748008728027,0.625,-0.1519470177590847,-0.07380256801843643,0,-0.9629814922809601,0,0,0.625,1.4831748008728027
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.5510160438716412,0.043870069086551666,1.8967927694320679,0.75,0.024551364593207836,0.06783818453550339,0,-0.5510160438716412,0,0,0.75,1.8967927694320679
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8135593682527542,-0.4484681189060211,1.521829068660736,0.875,-0.05088306777179241,-0.044847261160612106,0,-0.8135593682527542,0,0,0.875,1.521829068660736
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.9881190955638885,-0.8741955161094666,1.6807097792625427,1.875,-0.009230230003595352,0.04263415187597275,0,-0.9881190955638885,0,0,1.875,1.6807097792625427
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,1,-0.3087625950574875,0.3727191388607025,1.0610315203666687,2.375,-0.17073873430490494,-0.13553741574287415,0,-0.3087625950574875,0,0,2.375,1.0610315203666687
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.589031532406807,-0.10395053029060364,1.4185758233070374,0.125,-0.014297541230916977,0.03476245701313019,0,-0.589031532406807,0,0,0.125,1.4185758233070374
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-1.1730268597602844,-1.088582158088684,2.269750237464905,0.125,0.027592432219535112,0.042079705744981766,0,-1.1730268597602844,0,0,0.125,2.269750237464905
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.5166589319705963,0.16500860452651978,1.1208373606204987,1.25,-0.08403995260596275,-0.017636649310588837,0,-0.5166589319705963,0,0,1.25,1.1208373606204987
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,0.1376845955848694,1.1976165771484375,1.1078305938281119,0.5,-0.18814200945198536,-0.017133349552750587,0,0.1376845955848694,0,0,0.5,1.1078305938281119
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,0.006903316825628281,1.0660988092422485,0.6843989781207509,0.125,-0.00916367769241333,0.44968363642692566,0,0.006903316825628281,0,0,0.125,0.6843989781207509
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.07218831777572632,0.6930320262908936,0.7216659188270569,2.75,-0.06762749329209328,0.031213872134685516,0,-0.07218831777572632,0,0,2.75,0.7216659188270569
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.5219133421778679,0.20207132399082184,1.0702000856399536,1.75,-0.07739482447504997,0.10719431191682816,0,-0.5219133421778679,0,0,1.75,1.0702000856399536
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.49185705184936523,-0.12748873233795166,1.298194706439972,2.125,-0.019081951468251646,0.0007265110034495592,0,-0.49185705184936523,0,0,2.125,1.298194706439972
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7525473535060883,-0.17139238119125366,0.8124980330467224,2.125,-0.15017248690128326,-0.14681139588356018,0,-0.7525473535060883,0,0,2.125,0.8124980330467224
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.9217067062854767,-0.8955551385879517,1.7712324857711792,0.25,0.0076923060696572065,0.008387848734855652,0,-0.9217067062854767,0,0,0.25,1.7712324857711792
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8655028343200684,-0.7203776836395264,1.4775727987289429,1.875,-0.004682598635554314,0.03729644790291786,0,-0.8655028343200684,0,0,1.875,1.4775727987289429
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.9065243601799011,-0.7511118650436401,1.0998750925064087,2.5,-0.07254964858293533,-0.05637998878955841,0,-0.9065243601799011,0,0,2.5,1.0998750925064087
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7956925332546234,-0.6155155897140503,1.4298602938652039,0.25,-0.031551411375403404,0.020202208310365677,0,-0.7956925332546234,0,0,0.25,1.4298602938652039
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-1.015477031469345,-0.9694963097572327,1.8093698620796204,0.875,-0.04064461961388588,0.04704421013593674,0,-1.015477031469345,0,0,0.875,1.8093698620796204
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.790141299366951,-0.3298260271549225,1.122208595275879,1.75,-0.03884223289787769,-0.03581438958644867,0,-0.790141299366951,0,0,1.75,1.122208595275879
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8640300035476685,-0.5621089935302734,0.9855062961578369,2.0,-0.027514135465025902,0.0229940228164196,0,-0.8640300035476685,0,0,2.0,0.9855062961578369
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.5391160473227501,-0.08040480315685272,1.118569791316986,2.125,-0.09960602968931198,-0.06404675543308258,0,-0.5391160473227501,0,0,2.125,1.118569791316986
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-1.0348511636257172,-0.7527937293052673,1.6083810329437256,0.625,-0.03160338010638952,-0.02767823450267315,0,-1.0348511636257172,0,0,0.625,1.6083810329437256
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.8018632531166077,-0.506272554397583,0.9960789382457733,2.375,0.012738654389977455,0.08701389282941818,0,-0.8018632531166077,0,0,2.375,0.9960789382457733
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.5560920387506485,-0.07760980725288391,0.8713391125202179,1.75,-0.0008828155696392059,0.09880372136831284,0,-0.5560920387506485,0,0,1.75,0.8713391125202179
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7409101128578186,-0.3840879201889038,0.7343697845935822,3.625,-0.05868057953193784,0.014759211800992489,0,-0.7409101128578186,0,0,3.625,0.7343697845935822
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.3963743597269058,0.24545881152153015,1.1882777214050293,1.25,-0.08929748833179474,-0.0750480592250824,0,-0.3963743597269058,0,0,1.25,1.1882777214050293
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-1.116872489452362,-0.9151313304901123,1.7512444853782654,1.5,0.07735372334718704,0.09351194649934769,0,-1.116872489452362,0,0,1.5,1.7512444853782654
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8998472094535828,-0.7497960329055786,1.4977974891662598,0.625,-0.10125730745494366,-0.0575401745736599,0,-0.8998472094535828,0,0,0.625,1.4977974891662598
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8195503950119019,-0.5324057340621948,0.9040180146694183,3.125,0.08438472636044025,0.12576530873775482,0,-0.8195503950119019,0,0,3.125,0.9040180146694183
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.6431245990097523,-0.12220696359872818,0.5538226515054703,5.0,-0.12414455786347389,-0.03485339134931564,0,-0.6431245990097523,0,0,5.0,0.5538226515054703
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,1,-0.28941382467746735,0.4608928859233856,1.1918593645095825,0.5,-0.1766420304775238,-0.1205168217420578,0,-0.28941382467746735,0,0,0.5,1.1918593645095825
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.1994401216506958,0.6200021505355835,1.0881068408489227,0.375,0.025756441988050938,0.06525734066963196,0,-0.1994401216506958,0,0,0.375,1.0881068408489227
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.918788880109787,-0.5836066603660583,1.600162148475647,0.875,-0.0326017327606678,0.0470290407538414,0,-0.918788880109787,0,0,0.875,1.600162148475647
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.8495251834392548,-0.6400472521781921,0.7956960648298264,4.25,0.04003021866083145,0.05476648733019829,0,-0.8495251834392548,0,0,4.25,0.7956960648298264
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.8334581851959229,-0.43393945693969727,1.2277627885341644,0.375,-0.14448599517345428,-0.11862634122371674,0,-0.8334581851959229,0,0,0.375,1.2277627885341644
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.24729883670806885,0.5926687717437744,1.3494947254657745,0.25,-0.030985395424067974,0.02495533414185047,0,-0.24729883670806885,0,0,0.25,1.3494947254657745
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7829913645982742,-0.41861870884895325,1.6667563915252686,0.5,-0.04856345243752003,-0.026620488613843918,0,-0.7829913645982742,0,0,0.5,1.6667563915252686
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.7040534764528275,-0.06163874268531799,0.9757093787193298,1.0,-0.12336073443293571,-0.07615039497613907,0,-0.7040534764528275,0,0,1.0,0.9757093787193298
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.15829557180404663,0.788361668586731,1.1884151995182037,0.75,0.030122585594654083,0.16096286475658417,0,-0.15829557180404663,0,0,0.75,1.1884151995182037
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.11850008368492126,0.7346695065498352,0.960818737745285,1.125,0.019198093563318253,0.053523849695920944,0,-0.11850008368492126,0,0,1.125,0.960818737745285
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.24990689754486084,0.615800142288208,1.339993178844452,1.125,-0.10601026751101017,-0.03623722866177559,0,-0.24990689754486084,0,0,1.125,1.339993178844452
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8759189248085022,-0.48615384101867676,0.9547331631183624,2.375,-0.11431581526994705,-0.10686272382736206,0,-0.8759189248085022,0,0,2.375,0.9547331631183624
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.22119352221488953,0.5691165328025818,1.6156507730484009,0.125,0.04473612643778324,0.11007767170667648,0,-0.22119352221488953,0,0,0.125,1.6156507730484009
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.3619937300682068,0.2988816499710083,1.3404822945594788,0.125,-0.011854581534862518,0.0899428278207779,0,-0.3619937300682068,0,0,0.125,1.3404822945594788
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7186119705438614,-0.4823005497455597,1.6882935166358948,0.625,-0.03756939247250557,0.028991885483264923,0,-0.7186119705438614,0,0,0.625,1.6882935166358948
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.6099633686244488,-0.12483301013708115,1.3250879645347595,0.625,-0.08114208513870835,0.004474709741771221,0,-0.6099633686244488,0,0,0.625,1.3250879645347595
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,0.15358203649520874,1.2004718780517578,0.9586316030472517,1.625,-0.07901678457856179,-0.019293159246444702,0,0.15358203649520874,0,0,1.625,0.9586316030472517
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.38043491542339325,0.4180263578891754,1.0281404256820679,0.625,0.05018841661512852,0.06508013606071472,0,-0.38043491542339325,0,0,0.625,1.0281404256820679
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.9975330233573914,-0.5091655254364014,1.0743963420391083,1.25,-0.06657539494335651,-0.02872816100716591,0,-0.9975330233573914,0,0,1.25,1.0743963420391083
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.631228856742382,-0.19385014474391937,0.7605209052562714,2.625,-0.03433446120470762,0.013964125886559486,0,-0.631228856742382,0,0,2.625,0.7605209052562714
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.9466117918491364,-0.6958584189414978,1.8219147324562073,0.5,-0.012841079384088516,0.043006621301174164,0,-0.9466117918491364,0,0,0.5,1.8219147324562073
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.42531077563762665,0.413567453622818,0.8439677059650421,1.625,0.0003735087811946869,0.12157128751277924,0,-0.42531077563762665,0,0,1.625,0.8439677059650421
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.5215340107679367,0.14609065651893616,1.112366408109665,0.375,-0.13988683931529522,-0.043788518756628036,0,-0.5215340107679367,0,0,0.375,1.112366408109665
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.9329997599124908,-0.722547709941864,1.665477693080902,0.75,-0.02936345338821411,0.09483078122138977,0,-0.9329997599124908,0,0,0.75,1.665477693080902
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-1.020768642425537,-0.8452686071395874,1.6878517270088196,0.75,-0.06754280254244804,-0.0363818034529686,0,-1.020768642425537,0,0,0.75,1.6878517270088196
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,0.13773248195648194,1.1678845882415771,1.1938539201393723,1.5,-0.06329787410795688,0.05487535148859024,0,0.13773248195648194,0,0,1.5,1.1938539201393723
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.8386749923229218,-0.6108662486076355,1.3384392857551575,1.125,-0.07087081298232079,-0.039285629987716675,0,-0.8386749923229218,0,0,1.125,1.3384392857551575
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.515624426305294,0.15950138866901398,0.8114837110042572,2.375,-0.08344326913356781,0.04029998183250427,0,-0.515624426305294,0,0,2.375,0.8114837110042572
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,1,-0.5884288996458054,-0.2029244601726532,1.0093468725681305,1.375,-0.047754423692822456,0.04374336823821068,0,-0.5884288996458054,0,0,1.375,1.0093468725681305
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-1.0369351506233215,-0.6965079307556152,1.1665626168251038,2.125,-0.012578130699694157,0.009971460327506065,0,-1.0369351506233215,0,0,2.125,1.1665626168251038
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.320392370223999,0.2943270206451416,1.0094199776649475,0.75,-0.016874993219971657,0.040641460567712784,0,-0.320392370223999,0,0,0.75,1.0094199776649475
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.29969172179698944,0.4092264473438263,0.9340178668498993,2.25,-0.013085709884762764,0.04714302346110344,0,-0.29969172179698944,0,0,2.25,0.9340178668498993
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.9227017760276794,-0.6239194869995117,1.1216990947723389,2.25,-0.0325973741710186,0.060773707926273346,0,-0.9227017760276794,0,0,2.25,1.1216990947723389
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.45856913924217224,0.24842947721481323,1.174466848373413,1.875,-0.05114874383434653,-0.005223366431891918,0,-0.45856913924217224,0,0,1.875,1.174466848373413
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.9177836775779724,-0.699175238609314,1.6631572842597961,1.25,-0.057772524654865265,-0.05365706607699394,0,-0.9177836775779724,0,0,1.25,1.6631572842597961
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.8639741539955139,-0.5412712097167969,1.6033482551574707,0.125,-0.03726886212825775,0.07860442996025085,0,-0.8639741539955139,0,0,0.125,1.6033482551574707
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.9649735391139984,-0.5487369894981384,0.9948561787605286,2.125,-0.07430009357631207,-0.056737300008535385,0,-0.9649735391139984,0,0,2.125,0.9948561787605286
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,1,-0.6972100734710693,-0.3152691125869751,0.8597670793533325,1.5,-0.1156600194517523,0.004048376809805632,0,-0.6972100734710693,0,0,1.5,0.8597670793533325
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7353916727006435,-0.11396908015012741,1.143796682357788,0.375,-0.04694847948849201,-0.018410231918096542,0,-0.7353916727006435,0,0,0.375,1.143796682357788
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,0.07708685398101807,0.912115216255188,1.0818150151520967,0.75,-0.07396130040287971,0.07403218001127243,0,0.07708685398101807,0,0,0.75,1.0818150151520967
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8745961487293243,-0.4945226311683655,1.3191665410995483,1.375,-0.08460937440395355,0.032239750027656555,0,-0.8745961487293243,0,0,1.375,1.3191665410995483
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,1,-0.5843045338988304,0.08507128059864044,0.6016699969768524,4.375,-0.029388095252215862,0.02006293274462223,0,-0.5843045338988304,0,0,4.375,0.6016699969768524
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.36513420939445496,0.5960814356803894,1.3925317823886871,0.25,0.10709189996123314,0.27500593662261963,0,-0.36513420939445496,0,0,0.25,1.3925317823886871
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,1,-0.8561792373657227,-0.7590357065200806,1.6631061434745789,1.625,-0.11112229339778423,-0.02736438438296318,0,-0.8561792373657227,0,0,1.625,1.6631061434745789
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.10744914412498474,0.6326227784156799,1.0076965987682343,0.375,0.05747958458960056,0.06405025720596313,0,-0.10744914412498474,0,0,0.375,1.0076965987682343
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.08871698379516602,0.7492396831512451,1.189675509929657,0.125,0.04054427146911621,0.15735653042793274,0,-0.08871698379516602,0,0,0.125,1.189675509929657
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.437863290309906,0.3719635009765625,0.9951351881027222,2.0,0.05775705352425575,0.23012149333953857,0,-0.437863290309906,0,0,2.0,0.9951351881027222
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8412298858165741,-0.6108919978141785,1.5858380794525146,0.875,-0.07743524014949799,-0.07509008049964905,0,-0.8412298858165741,0,0,0.875,1.5858380794525146
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,1,-0.31021416187286377,0.44384515285491943,1.18527552485466,1.375,0.04045761749148369,0.09200338274240494,0,-0.31021416187286377,0,0,1.375,1.18527552485466
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.3932652175426483,0.29025930166244507,1.6634497046470642,0.125,-0.1382286325097084,-0.11213800311088562,0,-0.3932652175426483,0,0,0.125,1.6634497046470642
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.7548098117113113,-0.381529837846756,0.8731288909912109,2.75,-0.04410617658868432,-0.0022255675867199898,0,-0.7548098117113113,0,0,2.75,0.8731288909912109
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-1.0348410904407501,-0.6579194664955139,1.3139916062355042,0.375,-0.03409754857420921,0.06420575827360153,0,-1.0348410904407501,0,0,0.375,1.3139916062355042
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8626664578914642,-0.4883885979652405,0.9904276132583618,1.875,0.042721751146018505,0.08871545642614365,0,-0.8626664578914642,0,0,1.875,0.9904276132583618
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,0,0,-0.8084647059440613,-0.4937936067581177,1.6532084941864014,1.0,-0.08743193186819553,-0.04370403662323952,0,-0.8084647059440613,0,0,1.0,1.6532084941864014
DeepSeek-R1-Distill-Qwen-7B,0,mmlu,,1,0,-0.1317218542098999,0.46037042140960693,0.8844946920871735,1.875,-0.007687017321586609,0.05233678221702576,0,-0.1317218542098999,0,0,1.875,0.8844946920871735
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.3204423040151596,0.4194554388523102,1.0640471279621124,1.25,-0.14187488332390785,-0.08608577400445938,0,-0.3204423040151596,0,0,1.25,1.0640471279621124
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.430093914270401,0.2868207097053528,1.3618329167366028,0.875,-0.06326594203710556,-0.02430182695388794,0,-0.430093914270401,0,0,0.875,1.3618329167366028
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.29534798860549927,0.30788445472717285,0.6106888502836227,4.625,-0.1870054490864277,-0.05358976870775223,0,-0.29534798860549927,0,0,4.625,0.6106888502836227
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.520606217905879,0.03807437792420387,1.1571804285049438,1.75,-0.15164762362837791,-0.08110962063074112,0,-0.520606217905879,0,0,1.75,1.1571804285049438
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.4616823345422745,0.3896743953227997,1.1443256735801697,1.375,-0.059275999665260315,0.02776399254798889,0,-0.4616823345422745,0,0,1.375,1.1443256735801697
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.45325273275375366,0.33569324016571045,0.945393294095993,1.875,-0.12827982008457184,-0.09044995903968811,0,-0.45325273275375366,0,0,1.875,0.945393294095993
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.28326117992401123,0.43393993377685547,0.6111616641283035,3.0,-0.07707472331821918,-0.051678355783224106,0,-0.28326117992401123,0,0,3.0,0.6111616641283035
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.4978359341621399,0.32380378246307373,1.3231905102729797,1.625,-0.14263496175408363,0.03750508278608322,0,-0.4978359341621399,0,0,1.625,1.3231905102729797
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.3970920592546463,0.30451735854148865,0.968396931886673,2.625,-0.18389282375574112,-0.1619095802307129,0,-0.3970920592546463,0,0,2.625,0.968396931886673
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.4555198699235916,0.261456698179245,1.0352769494056702,2.25,0.07922559790313244,0.11354640126228333,0,-0.4555198699235916,0,0,2.25,1.0352769494056702
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.5738860815763474,-0.1303785741329193,1.0952434241771698,1.875,-0.18087634071707726,-0.081385038793087,0,-0.5738860815763474,0,0,1.875,1.0952434241771698
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.3779297471046448,0.3762624263763428,0.7969899773597717,3.75,-0.010837946087121964,0.06265441328287125,0,-0.3779297471046448,0,0,3.75,0.7969899773597717
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.5420830957591534,0.06386206299066544,0.6214206218719482,3.625,-0.008843949064612389,0.04408811777830124,0,-0.5420830957591534,0,0,3.625,0.6214206218719482
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.48633287847042084,0.15244033932685852,0.8927827477455139,2.75,-0.12580831348896027,-0.12206478416919708,0,-0.48633287847042084,0,0,2.75,0.8927827477455139
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.6316962614655495,-0.14395709335803986,1.1904579997062683,1.625,-0.11741505563259125,-0.06949290633201599,0,-0.6316962614655495,0,0,1.625,1.1904579997062683
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.46067360788583755,0.21721391379833221,0.9487310349941254,0.5,-0.003897208720445633,0.07619623094797134,0,-0.46067360788583755,0,0,0.5,0.9487310349941254
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.38554245233535767,0.4090273380279541,1.0712003409862518,2.5,-0.12662921473383904,-0.07688132673501968,0,-0.38554245233535767,0,0,2.5,1.0712003409862518
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.5033852308988571,0.4437390863895416,1.1143104135990143,0.25,-0.005077976733446121,0.05086102709174156,0,-0.5033852308988571,0,0,0.25,1.1143104135990143
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.7123888731002808,-0.23583924770355225,1.0666725039482117,2.375,-0.17450247704982758,-0.13000860810279846,0,-0.7123888731002808,0,0,2.375,1.0666725039482117
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,0,1,-0.2328673005104065,0.5520271062850952,1.0749041140079498,1.5,-0.18350804597139359,-0.17558327317237854,0,-0.2328673005104065,0,0,1.5,1.0749041140079498
DeepSeek-R1-Distill-Qwen-7B,0,medqa,,1,1,-0.44103171676397324,0.1449499875307083,0.795322060585022,2.75,-0.024181069806218147,0.059675183147192,0,-0.44103171676397324,0,0,2.75,0.795322060585022
